Pollster,Start Date,End Date,Entry Date/Time (ET),Number of Observations,Population,Mode,Obama,Romney,Undecided,Other,Pollster URL,Source URL,Partisan,Affiliation,Question Text,Question Iteration
Marist/McClatchy,2011-11-08,2011-11-10,2011-11-16T11:18:10Z,872,Registered Voters,Live Phone,48.0,44.0,8.0,,https://elections.huffingtonpost.com/pollster/polls/marist-mcclatchy-12127,"http://maristpoll.marist.edu/wp-content/misc/usapolls/US111108/Obama/Complete%20November%2016,%202011%20USA%20McClatchy-Marist%20Poll%20Release%20and%20Tables.pdf",Nonpartisan,None,,1
Politico/GWU/Battleground,2011-11-06,2011-11-09,2011-11-14T11:16:54Z,1000,Likely Voters,Live Phone,49.0,43.0,9.0,,https://elections.huffingtonpost.com/pollster/polls/politico-gwu-battleground-12111,http://www.politico.com/static/PPM187_bg45.html,Nonpartisan,None,,1
YouGov/Economist,2011-11-05,2011-11-08,2011-11-11T11:51:23Z,715,Registered Voters,Internet,46.0,42.0,7.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-12101,http://big.assets.huffingtonpost.com/20111108econToplines.pdf,Nonpartisan,None,,1
NBC/WSJ,2011-11-02,2011-11-05,2011-11-08T10:08:36Z,,Registered Voters,Live Phone,49.0,43.0,4.0,4.0,https://elections.huffingtonpost.com/pollster/polls/nbc-wsj-12087,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/November_Poll.pdf,Nonpartisan,None,,1
Ipsos/Reuters,2011-10-31,2011-11-03,2011-11-04T15:52:06Z,937,Registered Voters,Live Phone,43.0,44.0,7.0,5.0,https://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-12076,http://www.reuters.com/article/2011/11/04/us-usa-campaign-poll-idUSTRE7A359D20111104,Nonpartisan,None,,1
ABC/Post,2011-10-31,2011-11-03,2011-11-04T11:11:28Z,,Registered Voters,Live Phone,46.0,45.0,3.0,3.0,https://elections.huffingtonpost.com/pollster/polls/abc-post-12073,http://www.washingtonpost.com/wp-srv/politics/polls/postabcpoll_110311.html,Nonpartisan,None,,1
Rasmussen,2011-01-01,2011-11-02,2011-11-03T13:37:39Z,1500,Likely Voters,Automated Phone,42.0,41.0,7.0,10.0,https://elections.huffingtonpost.com/pollster/polls/rasmussen-12069,http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/2012_presidential_matchups,Nonpartisan,None,,1
YouGov/Economist,2011-10-29,2011-11-01,2011-11-03T11:19:20Z,715,Registered Voters,Internet,47.0,39.0,8.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-12064,http://big.assets.huffingtonpost.com/20111101econToplines.pdf,Nonpartisan,None,,1
Quinnipiac,2011-10-25,2011-10-31,2011-11-02T11:21:59Z,2294,Registered Voters,Live Phone,47.0,42.0,9.0,2.0,https://elections.huffingtonpost.com/pollster/polls/quinnipiac-12060,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1669,Nonpartisan,None,,1
Gallup,2011-10-26,2011-10-27,2011-11-04T11:04:26Z,908,Registered Voters,Live Phone,47.0,47.0,7.0,,https://elections.huffingtonpost.com/pollster/polls/gallup-12072,http://www.gallup.com/poll/150554/Obama-Romney-Tied-Nationally-Swing-States.aspx,Nonpartisan,None,,1
YouGov/Economist,2011-10-22,2011-10-25,2011-10-28T12:03:35Z,715,Registered Voters,Internet,45.0,42.0,6.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-12045,http://big.assets.huffingtonpost.com/20111025econToplines.pdf,Nonpartisan,None,,1
Democracy Corps (D)/Center for American Progress,2011-10-15,2011-10-18,2011-10-20T11:39:08Z,1000,Likely Voters,Live Phone,45.0,45.0,5.0,,https://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-center-for-american-progress-12006,http://big.assets.huffingtonpost.com/PoliticalFQDCorps101811.pdf,Pollster,Dem,,1
YouGov/Economist,2011-10-15,2011-10-18,2011-10-20T11:17:47Z,1000,Adults,Internet,45.0,41.0,6.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-12005,http://big.assets.huffingtonpost.com/20111018econToplines.pdf,Nonpartisan,None,,1
AP-GfK,2011-10-13,2011-10-17,2011-10-19T15:04:26Z,1000,Adults,Live Phone,48.0,45.0,2.0,5.0,https://elections.huffingtonpost.com/pollster/polls/ap-gfk-12002,http://surveys.ap.org/data/GfK/AP-GfK%20Poll%20October%202011%20Topline%20FINAL_2012.pdf,Nonpartisan,None,,1
YouGov/Economist,2011-10-08,2011-10-11,2011-10-13T11:22:03Z,715,Registered Voters,Internet,47.0,41.0,7.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-11968,http://big.assets.huffingtonpost.com/20111011econToplines.pdf,Nonpartisan,None,,1
Time,2011-10-09,2011-10-10,2011-10-18T16:00:00Z,838,Likely Voters,Live Phone,48.0,44.0,5.0,3.0,https://elections.huffingtonpost.com/pollster/polls/time-11999,http://swampland.time.com/full-results-of-oct-9-10-2011-time-poll/,Nonpartisan,None,,1
Time,2011-10-09,2011-10-10,2011-10-13T11:32:43Z,1001,Adults,Live Phone,48.0,44.0,5.0,3.0,https://elections.huffingtonpost.com/pollster/polls/time-11969,http://swampland.time.com/full-results-of-oct-9-10-2011-time-poll/,Nonpartisan,None,,1
PPP (D),2011-10-07,2011-10-10,2011-10-11T15:39:08Z,700,Likely Voters,Automated Phone,45.0,45.0,10.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-11956,http://www.publicpolicypolling.com/pdf/2011/PPP_Release_US_1011513.pdf,Pollster,Dem,,1
NBC/WSJ,2011-10-06,2011-10-10,2011-10-13T11:03:00Z,1000,Adults,Live Phone,46.0,44.0,5.0,5.0,https://elections.huffingtonpost.com/pollster/polls/nbc-wsj-11967,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/October_Poll.pdf,Nonpartisan,None,,1
Clarus,2011-10-05,2011-10-07,2012-09-12T16:28:11Z,602,Likely Voters,Live Phone,37.0,53.0,10.0,,https://elections.huffingtonpost.com/pollster/polls/clarus-14989,http://www.wwltv.com/news/politics/Presidential-Poll-131821978.html,Nonpartisan,None,,1
Zogby (Internet),2011-10-03,2011-10-05,2011-10-06T17:53:50Z,1581,Likely Voters,Internet,41.0,40.0,9.0,11.0,https://elections.huffingtonpost.com/pollster/polls/zogby-internet-11936,http://www.zogby.com/news/2011/10/06/ibope-zogby-poll-cain-expands-lead-over-gop-field-leads-obama-46-44/,Nonpartisan,None,,1
YouGov/Economist,2011-10-01,2011-10-04,2011-10-06T16:09:33Z,715,Registered Voters,Internet,44.0,43.0,7.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-11935,http://big.assets.huffingtonpost.com/20111004econToplines.pdf,Nonpartisan,None,,1
Pew,2011-09-22,2011-10-04,2011-10-06T15:44:56Z,2410,Adults,Live Phone,48.0,48.0,4.0,1.0,https://elections.huffingtonpost.com/pollster/polls/pew-11934,http://people-press.org/files/legacy-pdf/10-6-11%20October%20Political%20Release.pdf,Nonpartisan,None,,1
Quinnipiac,2011-09-27,2011-10-03,2011-10-04T14:48:04Z,2118,Registered Voters,Live Phone,42.0,46.0,9.0,3.0,https://elections.huffingtonpost.com/pollster/polls/quinnipiac-11923,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1656,Nonpartisan,None,,1
ABC/Post,2011-09-29,2011-10-02,2011-10-04T11:37:04Z,,Registered Voters,Live Phone,46.0,48.0,3.0,2.0,https://elections.huffingtonpost.com/pollster/polls/abc-post-11922,http://www.washingtonpost.com/wp-srv/politics/polls/postabcpoll_100211.html,Nonpartisan,None,,1
FOX,2011-09-25,2011-09-27,2011-09-29T12:30:59Z,925,Registered Voters,Live Phone,45.0,42.0,10.0,3.0,https://elections.huffingtonpost.com/pollster/polls/fox-11900,http://www.foxnews.com/interactive/politics/2011/09/28/fox-news-poll-gop-race-top-tier/,Nonpartisan,None,,1
YouGov/Economist,2011-09-24,2011-09-27,2011-09-28T17:34:22Z,1000,Adults,Internet,42.0,45.0,6.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-11898,http://big.assets.huffingtonpost.com/20110927econToplines.pdf,Nonpartisan,None,,1
CNN,2011-09-23,2011-09-25,2011-09-26T12:17:13Z,917,Registered Voters,Live Phone,49.0,48.0,2.0,1.0,https://elections.huffingtonpost.com/pollster/polls/cnn-11890,http://politicalticker.blogs.cnn.com/2011/09/26/cnn-poll-perry-still-at-top-but-romney-stronger-vs-obama/,Nonpartisan,None,,1
Marist/McClatchy,2011-09-13,2011-09-14,2011-09-20T11:52:47Z,825,Registered Voters,Live Phone,46.0,44.0,10.0,,https://elections.huffingtonpost.com/pollster/polls/marist-mcclatchy-11873,"http://maristpoll.marist.edu/wp-content/misc/usapolls/US110913/Obama_Congress_Jobs/Complete%20September%2020,%202011%20USA%20McClatchy-Marist%20Poll%20Release%20and%20Tables.pdf",Nonpartisan,None,,1
YouGov/Economist,2011-09-10,2011-09-13,2011-09-15T12:22:45Z,717,Registered Voters,Internet,45.0,44.0,6.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-11846,http://big.assets.huffingtonpost.com/20110913econToplines.pdf,Nonpartisan,None,,1
Zogby (Internet),2011-09-09,2011-09-12,2011-09-15T14:41:55Z,2088,Likely Voters,Internet,41.0,45.0,5.0,9.0,https://elections.huffingtonpost.com/pollster/polls/zogby-internet-11849,http://www.zogby.com/news/2011/09/13/ibope-zogby-poll-perry-holds-big-lead-among-gop-voters-only-romney-leads-obama/,Nonpartisan,None,,1
Bloomberg,2011-09-09,2011-09-12,2011-09-15T11:54:18Z,997,Adults,Live Phone,48.0,43.0,9.0,,https://elections.huffingtonpost.com/pollster/polls/bloomberg-11845,http://www.bloomberg.com/news/2011-09-15/rick-perry-supported-by-republicans-in-poll-showing-plurality-reject-views.html,Nonpartisan,None,,1
Ipsos/Reuters,2011-09-08,2011-09-12,2011-09-15T11:31:38Z,,Registered Voters,Live Phone,49.0,43.0,5.0,4.0,https://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-11844,http://www.ipsos-http://www.ipsos-na.com/download/pr.aspx?id=10985na.com/download/pr.aspx?id=10888,Nonpartisan,None,,1
PPP (D),2011-09-08,2011-09-11,2011-09-13T14:57:48Z,665,Likely Voters,Automated Phone,49.0,45.0,7.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-11831,http://www.publicpolicypolling.com/pdf/2011/PPP_Release_US_0913925.pdfhttp://dataentry.pollster.com:443/index#,Pollster,Dem,,1
YouGov/Economist,2011-09-03,2011-09-06,2011-09-09T08:46:38Z,1000,Adults,Internet,48.0,41.0,6.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-11815,http://big.assets.huffingtonpost.com/20110906econToplines.pdf,Nonpartisan,None,,1
ABC/Post,2011-08-29,2011-09-01,2011-09-06T09:22:48Z,,Registered Voters,Live Phone,45.0,49.0,4.0,2.0,https://elections.huffingtonpost.com/pollster/polls/abc-post-11797,http://www.washingtonpost.com/wp-srv/politics/polls/postabcpoll_090111.html,Nonpartisan,None,,1
NBC/WSJ,2011-08-27,2011-08-31,2011-09-06T09:38:17Z,1000,Adults,Live Phone,46.0,45.0,5.0,4.0,https://elections.huffingtonpost.com/pollster/polls/nbc-wsj-11798,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/_Today_Stories_Teases/Correct_NBCWSJ_poll.pdf,Nonpartisan,None,,1
YouGov/Economist,2011-08-27,2011-08-30,2011-09-01T10:40:04Z,1000,Adults,Internet,45.0,44.0,7.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-11787,http://big.assets.huffingtonpost.com/20110830econToplines.pdf,Nonpartisan,None,,1
Zogby (Internet),2011-08-25,2011-08-29,2011-08-30T17:10:07Z,2335,Likely Voters,Internet,40.0,45.0,3.0,11.0,https://elections.huffingtonpost.com/pollster/polls/zogby-internet-11781,http://www.zogby.com/news/2011/08/30/ibope-zogby-poll-perry-races-far-ahead-republican-field-4-announced-gop-candidates-tie-or-lead-obama/,Nonpartisan,None,,1
Quinnipiac,2011-08-16,2011-08-27,2011-08-31T10:46:54Z,2730,Registered Voters,Live Phone,45.0,45.0,8.0,2.0,https://elections.huffingtonpost.com/pollster/polls/quinnipiac-11783,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1639,Nonpartisan,None,,1
YouGov/Economist,2011-08-20,2011-08-23,2011-08-24T15:51:46Z,1000,Adults,Internet,47.0,38.0,,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-11755,http://big.assets.huffingtonpost.com/20110823econToplines.pdf,Nonpartisan,None,,1
PPP (D),2011-08-18,2011-08-21,2011-08-23T16:57:02Z,700,Registered Voters,Automated Phone,45.0,45.0,10.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-11748,http://www.publicpolicypolling.com/pdf/PPP_Release_US_0823424.pdf,Pollster,Dem,,1
Gallup,2011-08-17,2011-08-18,2011-08-22T15:31:39Z,879,Registered Voters,Live Phone,46.0,48.0,6.0,,https://elections.huffingtonpost.com/pollster/polls/gallup-11744,http://www.gallup.com/poll/149114/Obama-Close-Race-Against-Romney-Perry-Bachmann-Paul.aspx,Nonpartisan,None,,1
YouGov/Economist,2011-08-13,2011-08-16,2011-08-18T17:17:26Z,1000,Adults,Internet,47.0,42.0,12.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-11730,http://big.assets.huffingtonpost.com/20110816econToplines.pdf,Nonpartisan,None,,1
Democracy Corps (D)/Women's Voices. Women Vote.,2011-08-06,2011-08-10,2011-08-12T17:11:17Z,1000,Likely Voters,Live Phone,48.0,46.0,3.0,,https://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-women-s-voices-women-vote-11706,http://www.democracycorps.com/wp-content/files/dcor120811fq_WEBSITE.pdf,Pollster,Dem,,1
YouGov/Economist,2011-08-06,2011-08-09,2011-08-11T11:47:07Z,1000,Adults,Internet,48.0,45.0,7.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-11698,http://big.assets.huffingtonpost.com/20110809econToplines.pdf,Nonpartisan,None,,1
CNN,2011-08-05,2011-08-07,2011-08-08T17:46:14Z,930,Registered Voters,Live Phone,48.0,49.0,2.0,,https://elections.huffingtonpost.com/pollster/polls/cnn-11679,http://i2.cdn.turner.com/cnn/2011/images/08/08/poll2.aug8.pdf,Nonpartisan,None,,1
Marist/McClatchy,2011-08-02,2011-08-04,2011-08-10T11:09:36Z,807,Registered Voters,Live Phone,46.0,41.0,13.0,,https://elections.huffingtonpost.com/pollster/polls/marist-mcclatchy-11687,"http://maristpoll.marist.edu/wp-content/misc/usapolls/US110802/2012/Complete%20August%2010,%202011%20USA%20McClatchy-Marist%20Poll%20Release%20and%20Tables.pdf",Nonpartisan,None,,1
FOX,2011-07-17,2011-07-19,2011-07-22T11:23:33Z,912,Registered Voters,Live Phone,47.0,41.0,8.0,1.0,https://elections.huffingtonpost.com/pollster/polls/fox-11620,http://crocodoc.com/BLJwBPd,Nonpartisan,None,,1
PPP (D),2011-07-15,2011-07-17,2011-07-20T15:46:23Z,928,Registered Voters,Automated Phone,45.0,45.0,10.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-11609,http://www.publicpolicypolling.com/pdf/PPP_Release_National_720925.pdf,Pollster,Dem,,1
NBC/WSJ,2011-07-14,2011-07-17,2011-07-19T17:22:59Z,1000,Adults,Live Phone,48.0,41.0,4.0,7.0,https://elections.huffingtonpost.com/pollster/polls/nbc-wsj-11606,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/July_Poll.pdf,Nonpartisan,None,,1
ABC/Post,2011-07-14,2011-07-17,2011-07-19T12:46:43Z,,Registered Voters,Live Phone,49.0,47.0,2.0,2.0,https://elections.huffingtonpost.com/pollster/polls/abc-post-11602,http://www.washingtonpost.com/wp-srv/politics/polls/postabcpoll_071711.html,Nonpartisan,None,,1
Zogby (Internet),2011-07-08,2011-07-11,2011-07-12T16:55:10Z,2132,Likely Voters,Internet,42.0,43.0,3.0,12.0,https://elections.huffingtonpost.com/pollster/polls/zogby-internet-11568,http://www.zogby.com/news/2011/07/12/ibope-zogby-poll-christie-ahead-obama-hypothetical-6-others-dead-heat-president/,Nonpartisan,None,,1
Quinnipiac,2011-07-05,2011-07-11,2011-07-13T12:33:11Z,2311,Registered Voters,Live Phone,47.0,41.0,9.0,2.0,https://elections.huffingtonpost.com/pollster/polls/quinnipiac-11572,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1623,Nonpartisan,None,,1
YouGov/Economist,2011-06-25,2011-06-28,2011-06-30T17:02:06Z,1000,Adults,Internet,46.0,43.0,,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-11534,http://cdn.yougov.com/downloads/releases/econ/20110625_econToplines.pdf,Nonpartisan,None,,1
Marist/McClatchy,2011-06-15,2011-06-23,2011-06-29T12:22:08Z,801,Registered Voters,Live Phone,46.0,42.0,11.0,,https://elections.huffingtonpost.com/pollster/polls/marist-mcclatchy-11522,"http://maristpoll.marist.edu/wp-content/misc/usapolls/US110615/2012/Complete%20June%2029,%202011%20USA%20McClatchy-Marist%20Poll%20Release%20and%20Tables.pdf",Nonpartisan,None,,1
Democracy Corps (D),2011-06-18,2011-06-21,2011-06-27T12:44:30Z,1000,Likely Voters,Live Phone,47.0,45.0,3.0,,https://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-11513,http://www.democracycorps.com/wp-content/files/110621-DCorps-FQ-Web.pdf,Pollster,Dem,,1
Zogby (Internet),2011-06-17,2011-06-21,2011-06-30T16:34:30Z,2013,Likely Voters,Internet,42.0,41.0,,,https://elections.huffingtonpost.com/pollster/polls/zogby-internet-11533,http://www.zogby.com/news/2011/06/30/ibope-zogby-presidential-poll-bachmann-leads-among-gop-voters-romney-best-against-obama/,Nonpartisan,None,,1
YouGov/Economist,2011-06-11,2011-06-14,2011-06-17T12:18:58Z,1000,Adults,Internet,46.0,40.0,13.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-11480,http://big.assets.huffingtonpost.com/20110614econToplines.pdf,Nonpartisan,None,,1
NBC/WSJ,2011-06-09,2011-06-13,2011-06-16T08:58:28Z,1000,Adults,Live Phone,50.0,37.0,10.0,3.0,https://elections.huffingtonpost.com/pollster/polls/nbc-wsj-11473,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/_Today_Stories_Teases/11236%20JUNE%20NBC-WSJ%20Final%20Filled-in.pdf,Nonpartisan,None,,1
PPP (D),2011-06-09,2011-06-12,2011-06-15T12:14:07Z,520,Registered Voters,Automated Phone,47.0,45.0,12.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-11468,http://www.publicpolicypolling.com/pdf/PPP_Release_National_615.pdf,Pollster,Dem,,1
FOX,2011-06-05,2011-06-07,2011-06-09T10:22:54Z,912,Registered Voters,Live Phone,48.0,48.0,7.0,1.0,https://elections.huffingtonpost.com/pollster/polls/fox-11443,http://www.foxnews.com/interactive/us/2011/06/08/obama-approval-drops-romney-tops-gop-preference/,Nonpartisan,None,,1
Ipsos/Reuters,2011-06-03,2011-06-06,2011-06-09T10:47:11Z,1132,Adults,Live Phone,51.0,38.0,5.0,5.0,https://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-11445,http://www.ipsos-na.com/download/pr.aspx?id=10797,Nonpartisan,None,,1
Quinnipiac,2011-05-31,2011-06-06,2011-06-08T17:09:22Z,1946,Registered Voters,Live Phone,47.0,41.0,8.0,2.0,https://elections.huffingtonpost.com/pollster/polls/quinnipiac-11440,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1608,Nonpartisan,None,,1
ABC/Post,2011-06-02,2011-06-05,2011-06-07T10:35:22Z,874,Registered Voters,Live Phone,46.0,49.0,3.0,2.0,https://elections.huffingtonpost.com/pollster/polls/abc-post-11431,http://www.washingtonpost.com/wp-srv/politics/polls/postabcpoll_060511_ATMIDNIGHT.html,Nonpartisan,None,,1
YouGov/Economist,2011-05-28,2011-05-31,2011-06-03T12:34:02Z,1000,Adults,Internet,47.0,38.0,16.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-11420,http://cdn.yougov.com/downloads/releases/econ/20110528_econToplines.pdf,Nonpartisan,None,,1
PPP (D),2011-05-23,2011-05-25,2011-05-26T15:10:43Z,600,Registered Voters,Automated Phone,49.0,42.0,9.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-11387,http://www.publicpolicypolling.com/pdf/PPP_Release_US_0526.pdf,Pollster,Dem,,1
Democracy Corps (D)/Women's Voices. Women Vote.,2011-05-21,2011-05-25,2011-06-03T12:40:49Z,1000,Likely Voters,Live Phone,48.0,44.0,3.0,,https://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-women-s-voices-women-vote-11421,http://www.democracycorps.com/wp-content/files/wvwv052511fq5.pdf,Pollster,Dem,,1
YouGov/Economist,2011-05-14,2011-05-17,2011-05-18T17:55:32Z,900,Adults,Internet,42.0,45.0,13.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-11349,http://cdn.yougov.com/downloads/releases/econ/20110514_econToplines.pdf,Nonpartisan,None,,1
Suffolk,2011-05-10,2011-05-17,2011-05-18T17:33:54Z,1070,Likely Voters,Live Phone,46.0,43.0,10.0,1.0,https://elections.huffingtonpost.com/pollster/polls/suffolk-11348,http://suffolk.edu/46652.html,Nonpartisan,None,,1
GWU/Politico (Lake/Tarrance),2011-05-08,2011-05-12,2011-05-16T08:57:58Z,1000,Likely Voters,Live Phone,52.0,40.0,9.0,,https://elections.huffingtonpost.com/pollster/polls/gwu-politico-lake-tarrance-11338,http://www.politico.com/static/PPM170_110515_battlegroundfullresults.html,Nonpartisan,None,,1
Ipsos/Reuters,2011-05-05,2011-05-09,2011-05-11T16:21:40Z,1029,Adults,Live Phone,51.0,38.0,5.0,6.0,https://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-11323,http://www.ipsos-na.com/download/pr.aspx?id=10715,Nonpartisan,None,,1
PPP (D),2011-05-05,2011-05-08,2011-05-11T15:43:37Z,814,Registered Voters,Automated Phone,47.0,42.0,11.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-11322,http://www.publicpolicypolling.com/pdf/PPP_Release_US_0511424.pdf,Pollster,Dem,,1
Newsweek/Daily Beast,2011-05-02,2011-05-03,2011-05-04T11:04:28Z,600,Adults,Live Phone,42.0,36.0,,,https://elections.huffingtonpost.com/pollster/polls/newsweek-daily-beast-11287,http://www.thedailybeast.com/blogs-and-stories/2011-05-03/obama-approval-numbers-after-bin-laden-kill/,Pollster,Dem,,1
Newsweek/Daily Beast,2011-04-30,2011-05-01,2011-05-04T11:02:11Z,600,Adults,Live Phone,44.0,44.0,,,https://elections.huffingtonpost.com/pollster/polls/newsweek-daily-beast-11286,http://www.thedailybeast.com/blogs-and-stories/2011-05-03/obama-approval-numbers-after-bin-laden-kill/,Pollster,Dem,,1
YouGov/Economist,2011-04-23,2011-04-26,2011-05-02T14:57:03Z,1000,Adults,Internet,46.0,37.0,17.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-11274,http://big.assets.huffingtonpost.com/20110426econToplines.pdf,Nonpartisan,None,,1
YouGov/Economist,2011-04-16,2011-04-19,2011-04-21T17:11:45Z,1000,Adults,Internet,45.0,41.0,14.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-11230,http://cdn.yougov.com/downloads/releases/econ/20110416_econToplines.pdf,Nonpartisan,None,,1
ABC/Post,2011-04-14,2011-04-17,2011-04-19T10:29:52Z,1001,Adults,Live Phone,49.0,45.0,3.0,3.0,https://elections.huffingtonpost.com/pollster/polls/abc-post-11215,http://www.washingtonpost.com/wp-srv/politics/polls/postpoll_04172011.html,Nonpartisan,None,,1
Marist/McClatchy,2011-04-10,2011-04-14,2011-04-20T17:18:48Z,1084,Registered Voters,Live Phone,46.0,45.0,9.0,,https://elections.huffingtonpost.com/pollster/polls/marist-mcclatchy-11226,"http://maristpoll.marist.edu/wp-content/misc/usapolls/US110410/2012/Complete%20April%2020th,%202011%20USA%20Poll%20Release%20and%20Tables.pdf",Nonpartisan,None,,1
Democracy Corps (D)/Campaign For America's Future,2011-04-10,2011-04-12,2011-04-15T16:46:48Z,1000,Likely Voters,Live Phone,46.0,48.0,3.0,,https://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-campaign-for-america-s-future-11205,http://www.democracycorps.com/wp-content/files/fq4.pdf,Pollster,Dem,,1
PPP (D),2011-04-07,2011-04-10,2011-04-14T12:50:04Z,532,Registered Voters,Automated Phone,47.0,41.0,12.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-11197,http://www.publicpolicypolling.com/pdf/PPP_Release_US_04131205.pdf,Pollster,Dem,,1
Fairleigh Dickinson,2011-03-21,2011-03-28,2011-03-31T14:38:26Z,800,Registered Voters,Live Phone,44.0,43.0,12.0,,https://elections.huffingtonpost.com/pollster/polls/fairleigh-dickinson-11136,http://publicmind.fdu.edu/2011/1103prez/,Nonpartisan,None,,1
PPP (D),2011-03-10,2011-03-13,2011-03-16T16:41:35Z,642,Registered Voters,Automated Phone,47.0,42.0,12.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-11070,http://www.publicpolicypolling.com/pdf/PPP_Release_US_0216424.pdf,Pollster,Dem,,1
NBC/WSJ,2011-02-24,2011-02-28,2011-03-03T10:13:43Z,1000,Adults,Live Phone,49.0,40.0,5.0,6.0,https://elections.huffingtonpost.com/pollster/polls/nbc-wsj-11019,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/___Politics_Today_Stories_Teases/2-24-28-11.pdf,Nonpartisan,None,,1
Newsweek/Daily Beast,2011-02-12,2011-02-15,2011-02-22T17:53:22Z,918,Likely Voters,Live Phone,49.0,47.0,,,https://elections.huffingtonpost.com/pollster/polls/newsweek-daily-beast-10985,http://www.thedailybeast.com/blogs-and-stories/2011-02-21/obama-hits-50-percent-approval-rating-according-to-new-newsweekdaily-beast-poll/,Pollster,Dem,,1
PPP (D),2011-02-11,2011-02-13,2011-02-16T12:47:04Z,600,Likely Voters,Automated Phone,46.0,41.0,13.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-10968,http://www.publicpolicypolling.com/pdf/PPP_Release_US_0216.pdf,Pollster,Dem,,1
Democracy Corps (D),2011-02-07,2011-02-09,2011-02-15T15:59:19Z,1001,Likely Voters,Live Phone,48.0,46.0,3.0,2.0,https://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-10963,http://www.democracycorps.com/wp-content/files/dcor020911fq2.dcorps.pdf,Pollster,Dem,,1
FOX,2011-02-07,2011-02-09,2011-02-11T17:09:22Z,900,Registered Voters,Live Phone,48.0,41.0,3.0,2.0,https://elections.huffingtonpost.com/pollster/polls/fox-10952,http://www.foxnews.com/projects/pdf/021111_2012_election_web.pdf,Nonpartisan,None,,1
PPP (D),2011-01-14,2011-01-16,2011-01-20T13:06:15Z,632,Registered Voters,Automated Phone,48.0,43.0,9.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-10858,http://www.publicpolicypolling.com/pdf/PPP_Release_National_0120806.pdf,Pollster,Dem,,1
Democracy Corps (D)/Campaign for America's Future,2011-01-09,2011-01-12,2011-01-18T16:52:51Z,800,Likely Voters,Live Phone,48.0,46.0,3.0,2.0,https://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-campaign-for-america-s-future-10847,http://www.democracycorps.com/wp-content/files/dcor011211fqCAF.pdf,Pollster,Dem,,1
